Date,Snow Water Equivalent (in) Start of Day Values,Change In Snow Water Equivalent (in),Snow Depth (in) Start of Day Values,Change In Snow Depth (in),Air Temperature Average (degF),Air Temperature Maximum (degF),Air Temperature Minimum (degF)
2023-03-06,13.5,0,54,0,23.9,34.3,16.5
2023-03-07,13.5,0,53,-1,23.5,33.4,17.8
2023-03-08,13.5,0,53,0,21.2,28.8,14.5
2023-03-09,13.5,0,52,-1,15.8,28,6.8
2023-03-10,13.5,0,52,0,24.4,29.7,18.3
2023-03-11,14,0.5,57,5,19.9,28.8,11.8
2023-03-12,14.6,0.6,63,6,18.3,27,13.3
2023-03-13,14.8,0.2,64,1,18.7,34.3,11.1
2023-03-14,14.8,0,63,-1,23.5,36.3,12.2
2023-03-15,14.8,0,62,-1,28,38.3,17.6
2023-03-16,14.9,0.1,61,-1,9.9,21.6,-2.2
2023-03-17,14.9,0,61,0,3.6,18.7,-6.5
2023-03-18,14.9,0,61,0,3.9,18.3,-7.8
2023-03-19,14.9,0,60,-1,14,27.9,-1.7
2023-03-20,15,0.1,59,-1,19.6,32.4,9
2023-03-21,15.1,0.1,59,0,17.6,24.4,6.8
2023-03-22,15.2,0.1,60,1,20.7,34.3,10
2023-03-23,15.7,0.5,65,5,15.1,28.4,6.4
2023-03-24,15.8,0.1,63,-2,11.7,28,0.9
2023-03-25,15.9,0.1,64,1,0,7.5,-4.7
2023-03-26,15.9,0,64,0,2.8,19.9,-9.8
2023-03-27,16,0.1,64,0,-0.2,9.3,-9.4
2023-03-28,16.1,0.1,64,0,16.9,33.8,-6.9
2023-03-29,16.2,0.1,63,-1,28.4,42.8,15.4
2023-03-30,16.2,0,62,-1,23.2,35.8,9.7
2023-03-31,16.4,0.2,64,2,11.1,15.4,5.7
2023-04-01,16.9,0.5,72,8,22.1,34.7,12.4
2023-04-02,17,0.1,68,-4,27.1,39,17.1
2023-04-03,17.1,0.1,67,-1,28.8,37.4,21.9
2023-04-04,17.1,0,65,-2,11.3,24.4,1.8
2023-04-05,17.1,0,67,2,3.7,20.7,-6
2023-04-06,17.1,0,67,0,14.2,32.4,-5.4
2023-04-07,17.2,0.1,65,-2,25.7,43.5,10.6
2023-04-08,17.2,0,64,-1,28,38.8,20.5
2023-04-09,17.2,0,63,-1,27.9,42.3,20.3
2023-04-10,17.2,0,63,0,36.3,55.2,22.3
2023-04-11,17.2,0,61,-2,41.2,57.4,30
2023-04-12,17.2,0,59,-2,40.6,55.9,29.7
2023-04-13,17.2,0,58,-1,35.8,47.8,24.4
2023-04-14,17.2,0,57,-1,23.5,34.9,12
2023-04-15,17.4,0.2,60,3,13.8,24.3,6.8
2023-04-16,17.4,0,59,-1,25.9,41.4,12.4
2023-04-17,17.4,0,57,-2,33.8,48.9,22.3
2023-04-18,17.4,0,57,0,34.5,46.2,26.8
2023-04-19,17.4,0,57,0,20.5,34,4.3
2023-04-20,17.4,0,57,0,7.7,19.8,1.4
2023-04-21,17.5,0.1,59,2,12,19.2,0.7
2023-04-22,17.8,0.3,64,5,16.3,30.9,5.2
2023-04-23,17.8,0,64,0,22.5,38.1,5
2023-04-24,17.8,0,60,-4,27.5,40.3,19.4
2023-04-25,17.9,0.1,62,2,24.4,39,15.3
2023-04-26,18,0.1,65,3,28,40.5,21.4
2023-04-27,18,0,61,-4,27.7,40.6,18.3
2023-04-28,18.6,0.6,63,2,21.2,30.7,8.6
2023-04-29,18.6,0,62,-1,32.9,45.7,19.9
2023-04-30,18.6,0,60,-2,36.5,49.6,28.8
2023-05-01,18.6,0,58,-2,40.5,55.8,30.2
2023-05-02,18,-0.6,56,-2,37.2,53.1,30.7
2023-05-03,17.9,-0.1,56,0,38.1,52.2,28.2
2023-05-04,17,-0.9,54,-2,36.7,47.8,28.2
2023-05-05,17,0,53,-1,33.3,49.1,25.3
2023-05-06,17,0,52,-1,32.2,45.9,21.7
2023-05-07,16.7,-0.3,51,-1,32.5,44.6,25
2023-05-08,16.5,-0.2,50,-1,37,52,25.7
2023-05-09,16.3,-0.2,48,-2,40.8,55,28.4
2023-05-10,15.8,-0.5,46,-2,34.3,49.1,27.3
2023-05-11,16.3,0.5,50,4,31.3,37.2,27.5
2023-05-12,17.4,1.1,57,7,32.7,40.3,27.7
2023-05-13,17.8,0.4,54,-3,32.7,47.5,26.4
2023-05-14,17.8,0,52,-2,36.7,52.5,30
2023-05-15,17.4,-0.4,49,-3,37.9,53.8,29.3
2023-05-16,17.1,-0.3,48,-1,38.3,50,31.3
2023-05-17,16.8,-0.3,46,-2,39.9,51.8,30
2023-05-18,16.2,-0.6,44,-2,37.8,50.4,30
2023-05-19,15.7,-0.5,43,-1,34,44.6,30.7
2023-05-20,16,0.3,42,-1,36.1,49.5,28.8
2023-05-21,15.7,-0.3,41,-1,39.2,53.8,29.8
2023-05-22,14.8,-0.9,39,-2,38.7,53.4,30.2
2023-05-23,14.2,-0.6,37,-2,40.6,57,29.8
2023-05-24,13.5,-0.7,34,-3,37.8,50.9,30.9
2023-05-25,13.1,-0.4,34,0,41.2,55.9,32.2
2023-05-26,12.5,-0.6,32,-2,40.6,54.7,30.7
2023-05-27,11.7,-0.8,30,-2,38.1,51.6,29.3
2023-05-28,11.2,-0.5,28,-2,39,55.6,28.8
2023-05-29,10.3,-0.9,26,-2,42.8,56.7,32
2023-05-30,9.3,-1,24,-2,40.3,54.1,32.4
2023-05-31,8.9,-0.4,22,-2,38.3,53.8,30.6
2023-06-01,8.2,-0.7,20,-2,36.9,46.6,32
2023-06-02,7.5,-0.7,18,-2,34.3,43.7,29.8
2023-06-03,7.3,-0.2,18,0,36.5,45.9,30.2
2023-06-04,6.8,-0.5,17,-1,36.3,43.2,30.9
2023-06-05,6.3,-0.5,16,-1,38.3,49.1,30.7
2023-06-06,5.9,-0.4,14,-2,40.1,55.9,32.9
2023-06-07,4.9,-1,11,-3,38.1,54.3,32
2023-06-08,4.1,-0.8,9,-2,40.6,54.9,32
2023-06-09,2.9,-1.2,7,-2,40.8,53.6,33.1
2023-06-10,2.4,-0.5,5,-2,40.3,56.5,32.5
2023-06-11,1.8,-0.6,5,0,39.9,52.7,30.7
2023-06-12,1.4,-0.4,3,-2,35.2,43.5,30
2023-06-13,1.5,0.1,4,1,35.6,41.2,31.5
2023-06-14,1.3,-0.2,4,0,39.9,53.6,32.4
2023-06-15,1.1,-0.2,3,-1,40.1,51.4,32.4
2023-06-16,0.9,-0.2,2,-1,36.3,50.7,31.5
2023-06-17,0.9,0,2,0,35.1,41.4,28.4
2023-06-18,0.6,-0.3,2,0,45.7,57.6,35.1
2023-06-19,0.4,-0.2,1,-1,51.6,65.8,39.2
2023-06-20,0.1,-0.3,1,0,49.5,64,38.8
2023-06-21,0,-0.1,0,-1,49.3,64,37
2023-06-22,0,0,0,0,45.9,59.7,36.3
2023-06-23,0,0,0,0,49.3,63.1,36.7
2023-06-24,0,0,0,0,45,58.8,34.5
2023-06-25,0,0,0,0,50,65.5,34.2
2023-06-26,0,0,0,0,54.1,67.6,40.3
2023-06-27,0,0,0,0,53.8,65.3,42.3
2023-06-28,0,0,0,0,52.9,67.6,41.4
2023-06-29,0,0,0,0,48.4,66.4,34.2
2023-06-30,0,0,0,0,40.3,57,32.9
2023-07-01,0,0,0,0,45.3,59.2,30.9
2023-07-02,0,0,0,0,49.5,60.8,40.6
2023-07-03,0,0,0,0,51.4,67.6,39.9
2023-07-04,0,0,0,0,50.4,65.7,40.8
2023-07-05,0,0,0,0,49.1,63.3,37.8
2023-07-06,0,0,0,0,49.6,63,37.8
2023-07-07,0,0,0,0,48.6,66.6,38.3
2023-07-08,0,0,0,0,49.5,66.6,34.5
2023-07-09,0,0,0,0,52.7,66.9,38.1
2023-07-10,0,0,0,0,55,67.6,44.6
2023-07-11,0,0,0,0,57.7,69.6,49.3
2023-07-12,0,0,0,0,55.9,70.7,43.9
2023-07-13,0,0,0,0,55.9,70,45.7
2023-07-14,0,0,0,0,52.9,66.6,40.6
2023-07-15,0,0,0,0,52.7,67.6,40.1
2023-07-16,0,0,0,0,56.1,70.3,42.1
2023-07-17,0,0,0,0,59.5,74.3,48
2023-07-18,0,0,0,0,56.5,70.7,45.5
2023-07-19,0,0,0,0,54.9,70,44.4
2023-07-20,0,0,0,0,51.1,66,37.9
2023-07-21,0,0,0,0,50.4,65.3,37.9
2023-07-22,0,0,0,0,53.4,68,39.9
2023-07-23,0,0,0,0,55.2,71.1,45.7
2023-07-24,0,0,0,0,59.2,75.2,46
2023-07-25,0,0,0,0,57.4,71.2,48.6
2023-07-26,0,0,0,0,55.6,72.9,43
2023-07-27,0,0,0,0,54.3,70,43.5
2023-07-28,0,0,0,0,55.6,71.6,45.9
2023-07-29,0,0,0,0,57,71.6,46.8
2023-07-30,0,0,0,0,52.5,69.6,47.3
2023-07-31,0,0,0,0,49.8,66.4,43
2023-08-01,0,0,0,0,48.6,67.5,41.9
2023-08-02,0,0,0,0,48.6,60.8,40.8
2023-08-03,0,0,0,0,49.8,63.7,40.1
2023-08-04,0,0,0,0,50.7,63.7,40.8
2023-08-05,0,0,0,0,48.6,62.6,38.5
2023-08-06,0,0,0,0,48.4,65.5,37.2
2023-08-07,0,0,0,0,48.6,61.3,39.6
2023-08-08,0,0,0,0,49.8,63,37
2023-08-09,0,0,0,0,48,61.9,35.6
2023-08-10,0,0,0,0,50.9,63,43.2
2023-08-11,0,0,0,0,49.3,62.6,41.2
2023-08-12,0,0,0,0,47.5,56.8,41.2
2023-08-13,0,0,0,0,47.5,64.2,37
2023-08-14,0,0,0,0,48.9,65.8,34.7
2023-08-15,0,0,0,0,53.4,67.1,41.9
2023-08-16,0,0,0,0,54.7,68.2,46
2023-08-17,0,0,0,0,54.7,72.7,45.5
2023-08-18,0,0,0,0,52.5,65.3,44.8
2023-08-19,0,0,0,0,55,70,44.4
2023-08-20,0,0,0,0,57,70.5,43
2023-08-21,0,0,0,0,57.2,72.5,42.1
2023-08-22,0,0,0,0,55.6,70,44.1
2023-08-23,0,0,0,0,52.7,65.7,44.6
2023-08-24,0,0,0,0,51.1,63,43.2
2023-08-25,0,0,0,0,45.3,49.8,42.4
2023-08-26,0,0,0,0,48.9,61.2,41.4
2023-08-27,0,0,0,0,50.2,65.5,42.8
2023-08-28,0,0,0,0,47.1,61.7,37.2
2023-08-29,0,0,0,0,29.7,29.7,29.7
2023-08-30,0,0,0,0,29.7,29.7,29.7
2023-08-31,0,0,0,0,54.7,68.4,43.5
2023-09-01,0,0,0,0,53.1,67.3,42.6
2023-09-02,0,0,0,0,50.9,63.7,43.5
2023-09-03,0,0,0,0,48,63.3,40.5
2023-09-04,0,0,0,0,46.6,60.4,36.3
2023-09-05,0,0,0,0,44.2,59,35.8
2023-09-06,0,0,0,0,49.5,64.2,35.8
2023-09-07,0,0,0,0,49.5,63,39
2023-09-08,0,0,0,0,49.5,63.7,37.8
2023-09-09,0,0,0,0,49.6,62.2,40.3
2023-09-10,0,0,0,0,43.2,53.1,36.3
2023-09-11,0,0,0,0,38.7,48.2,32
2023-09-12,0,0,0,0,40.5,56.7,30.7
2023-09-13,0,0,0,0,39.6,54.1,32.4
2023-09-14,0,0,0,0,37,46,32.4
2023-09-15,0,0,0,0,33.8,41.4,28.2
2023-09-16,0,0,0,0,38.8,55.6,25.5
2023-09-17,0,0,0,0,42.3,56.5,32.9
2023-09-18,0,0,0,0,40.6,53.1,33.1
2023-09-19,0,0,0,0,37,51.3,30.4
2023-09-20,0,0,0,0,41,53.6,30
2023-09-21,0,0,0,0,41.2,54.1,32.5
2023-09-22,0,0,0,0,42.1,54,33.1
2023-09-23,0,0,0,0,37,50.9,29.3
2023-09-24,0,0,0,0,37.8,53.4,26.6
2023-09-25,0,0,0,0,41.7,58.8,29.7
2023-09-26,0,0,0,0,45,62.6,33.4
2023-09-27,0,0,0,0,46,62.8,34.9
2023-09-28,0,0,0,0,46.6,63.9,35.6
2023-09-29,0,0,0,0,46,61.5,36.1
2023-09-30,0,0,0,0,45,59.7,34.2
2023-10-01,0,0,0,0,44.6,54,38.7
2023-10-02,0,0,0,0,37,48.6,25.3
2023-10-03,0.1,0.1,1,1,28,34.2,23.9
2023-10-04,0.1,0,1,0,30.4,39,22.1
2023-10-05,0,-0.1,0,-1,34.5,47.8,28.8
2023-10-06,0,0,0,0,36.9,50.2,27.7
2023-10-07,0,0,0,0,39.2,53.8,30.9
2023-10-08,0,0,0,0,38.8,52.5,29.5
2023-10-09,0,0,0,0,38.1,51.4,30.4
2023-10-10,0,0,0,0,37.9,51.1,29.8
2023-10-11,0,0,0,0,32.5,43,24.1
2023-10-12,0.3,0.3,3,3,22.3,26.6,18.7
2023-10-13,0.8,0.5,9,6,23.2,35.1,15.1
2023-10-14,0.8,0,7,-2,27.7,36.5,21.6
2023-10-15,0.8,0,6,-1,31.6,43.5,25
2023-10-16,0.8,0,5,-1,37.2,50.7,28
2023-10-17,0.8,0,4,-1,41.4,52.7,32.5
2023-10-18,0.8,0,4,0,37,45.5,30.4
2023-10-19,0.8,0,4,0,39.4,52.2,31.6
2023-10-20,0.8,0,4,0,40.8,54.1,32
2023-10-21,0.8,0,4,0,40.5,55,30.9
2023-10-22,0.8,0,4,0,38.5,50.2,31.6
2023-10-23,0.8,0,4,0,38.7,52,30.9
2023-10-24,0.8,0,3,-1,36,46.8,26.8
2023-10-25,0.8,0,3,0,34.9,49.3,26.2
2023-10-26,0.8,0,3,0,32.9,44.8,25.3
2023-10-27,0.8,0,2,-1,30.2,39.2,25.7
2023-10-28,0.9,0.1,3,1,23.2,29.7,14.7
2023-10-29,1.7,0.8,12,9,8.1,19.2,-3.8
2023-10-30,1.7,0,12,0,7.5,18.3,-2.6
2023-10-31,1.8,0.1,11,-1,17.6,26.8,6.4
2023-11-01,1.8,0,10,-1,25.5,36.1,18.7
2023-11-02,1.8,0,10,0,29.3,36.9,21.2
2023-11-03,1.8,0,9,-1,31.8,39.2,26.8
2023-11-04,1.8,0,9,0,30.6,43.7,23.4
2023-11-05,1.8,0,9,0,36.7,43.7,29.5
2023-11-06,1.8,0,8,-1,36.9,47.8,29.5
2023-11-07,1.8,0,8,0,35.6,42.8,26.2
2023-11-08,1.8,0,8,0,19.8,28.2,11.5
2023-11-09,1.9,0.1,9,1,12.7,23,6.6
2023-11-10,1.9,0,9,0,17.4,30,8.6
2023-11-11,1.9,0,9,0,21.6,30.9,14.7
2023-11-12,2,0.1,9,0,27,40.3,16.2
2023-11-13,2,0,9,0,30.7,42.3,22.5
2023-11-14,2,0,9,0,31.3,40.3,25.5
2023-11-15,2,0,9,0,32.9,43.5,23.5
2023-11-16,2,0,8,-1,30.6,34.9,25.3
2023-11-17,2.1,0.1,9,1,27,35.6,21.6
2023-11-18,2.1,0,9,0,26.4,36,17.8
2023-11-19,2.2,0.1,10,1,21,26.6,17.8
2023-11-20,2.3,0.1,12,2,17.6,20.8,12.9
2023-11-21,2.4,0.1,12,0,20.1,31.6,9.9
2023-11-22,2.4,0,12,0,28.8,42.1,20.7
2023-11-23,2.5,0.1,11,-1,17.6,28.2,7.2
2023-11-24,2.5,0,12,1,12.7,22.5,1.4
2023-11-25,2.6,0.1,14,2,8.8,16,-0.8
2023-11-26,2.6,0,14,0,5.9,19,-3.3
2023-11-27,2.7,0.1,13,-1,9.5,16.9,3.6
2023-11-28,2.7,0,13,0,16.7,26.4,10.4
2023-11-29,2.7,0,13,0,19.6,29.3,12.6
2023-11-30,2.8,0.1,13,0,14.7,23.5,8.8
2023-12-01,2.8,0,13,0,11.3,18.7,7.5
2023-12-02,2.8,0,14,1,7.2,10.6,5.2
2023-12-03,3.2,0.4,17,3,13.6,18.9,8.8
2023-12-04,3.8,0.6,22,5,20.1,25.5,16.2
2023-12-05,3.9,0.1,21,-1,21.2,30.2,16.9
2023-12-06,3.9,0,20,-1,25.5,36.3,18.9
2023-12-07,3.9,0,20,0,23.5,29.7,16.7
2023-12-08,3.9,0,18,-2,9.9,16.7,3.7
2023-12-09,4.1,0.2,21,3,2.1,7,-2.9
2023-12-10,4.1,0,21,0,17.8,22.1,4.6
2023-12-11,4.4,0.3,22,1,20.1,27.1,9.9
2023-12-12,4.4,0,21,-1,19.4,30,9.9
2023-12-13,4.4,0,20,-1,18.9,25,12.2
2023-12-14,4.5,0.1,20,0,18.3,25.7,12.2
2023-12-15,4.5,0,20,0,16,21.2,10.9
2023-12-16,4.5,0,20,0,24.6,31.8,15.6
2023-12-17,4.6,0.1,20,0,22.6,30,16
2023-12-18,4.6,0,20,0,26.6,36.7,19
2023-12-19,4.6,0,20,0,26.6,32.2,20.3
2023-12-20,4.6,0,20,0,24.8,32.7,18.9
2023-12-21,4.6,0,20,0,20.7,27.7,13.3
2023-12-22,4.6,0,20,0,20.5,30.4,14.2
2023-12-23,4.6,0,20,0,22.1,28.2,12.7
2023-12-24,4.7,0.1,21,1,5.4,12.7,-2.9
2023-12-25,4.7,0,21,0,-2.6,1.8,-5.1
2023-12-26,4.7,0,21,0,4.5,11.8,-3.6
2023-12-27,4.9,0.2,22,1,9.5,15.3,4.6
2023-12-28,4.9,0,22,0,16.2,25.2,8.2
2023-12-29,4.9,0,22,0,17.2,28,10.6
2023-12-30,4.9,0,22,0,18.3,28.8,13.1
2023-12-31,5,0.1,21,-1,17.8,27.5,12.6
2024-01-01,5,0,21,0,16,25.2,11.1
2024-01-02,5,0,21,0,12.9,24.4,7.3
2024-01-03,5,0,21,0,13.3,24.1,6.6
2024-01-04,5,0,21,0,13.1,19.4,2.7
2024-01-05,5.1,0.1,23,2,6.8,12.2,5
2024-01-06,5.3,0.2,24,1,2.5,5.9,-0.6
2024-01-07,5.4,0.1,25,1,5,13.6,-0.6
2024-01-08,5.5,0.1,25,0,-1.3,2.3,-7.1
2024-01-09,5.5,0,26,1,5.2,15.1,-7.1
2024-01-10,5.8,0.3,28,2,2.5,6.6,-0.8
2024-01-11,6,0.2,28,0,-1.7,6.4,-7.6
2024-01-12,6.1,0.1,29,1,-1.8,5,-7.4
2024-01-13,6.4,0.3,31,2,5.2,10.4,0.7
2024-01-14,6.7,0.3,32,1,12.4,16,9.3
2024-01-15,7.4,0.7,40,8,-1.5,10.6,-13.5
2024-01-16,8,0.6,44,4,2.8,10.4,-8.1
2024-01-17,8,0,41,-3,14.9,20.7,8.4
2024-01-18,8.4,0.4,41,0,16,22.5,12.2
2024-01-19,8.7,0.3,44,3,19.4,25.2,11.7
2024-01-20,8.7,0,42,-2,21.6,27.9,15.4
2024-01-21,8.7,0,40,-2,21,27.3,17.2
2024-01-22,8.8,0.1,40,0,19.6,26.6,15.3
2024-01-23,8.8,0,40,0,16,24.8,8.8
2024-01-24,8.8,0,39,-1,16.5,25,9
2024-01-25,8.9,0.1,40,1,15.3,24.1,10.8
2024-01-26,9,0.1,41,1,12.2,19.6,5.5
2024-01-27,9,0,40,-1,12.6,19.6,5.5
2024-01-28,9,0,38,-2,21,30.4,15.3
2024-01-29,9,0,37,-1,22.1,30.6,16.3
2024-01-30,9.1,0.1,37,0,21.2,34.3,15.4
2024-01-31,9.1,0,36,-1,22.5,35.1,14.7
2024-02-01,9.1,0,36,0,20.5,30.2,15.8
2024-02-02,9.1,0,35,-1,23,32.5,17.1
2024-02-03,9.4,0.3,40,5,15.1,19.8,7.3
2024-02-04,10,0.6,45,5,10.8,20.8,1.8
2024-02-05,10,0,45,0,23.4,36.1,12.4
2024-02-06,10,0,43,-2,27.3,36.7,19.2
2024-02-07,10,0,42,-1,18.3,26.8,11.5
2024-02-08,10.1,0.1,43,1,10,21,-0.2
2024-02-09,10.2,0.1,44,1,8.1,21,0.7
2024-02-10,10.2,0,42,-2,5.9,15.4,-3.5
2024-02-11,10.4,0.2,44,2,3.9,15.3,-4.7
2024-02-12,10.4,0,43,-1,14.5,23,6.1
2024-02-13,10.4,0,42,-1,13.1,24.6,5.9
2024-02-14,10.4,0,42,0,15.8,21.7,11.3
2024-02-15,10.5,0.1,42,0,17.2,27.7,9
2024-02-16,10.6,0.1,45,3,12.7,19,6.3
2024-02-17,11.1,0.5,50,5,5.7,18,-3.5
2024-02-18,11.1,0,48,-2,14.7,26.6,3.2
2024-02-19,11.4,0.3,50,2,18.3,28.4,8.8
2024-02-20,11.4,0,49,-1,24.8,33.3,21.4
2024-02-21,11.5,0.1,49,0,22.1,30.2,15.1
2024-02-22,11.5,0,47,-2,14.9,22.3,9.5
2024-02-23,11.8,0.3,50,3,12.4,21.7,7.5
2024-02-24,11.8,0,49,-1,19.8,32.7,11.7
2024-02-25,11.8,0,48,-1,22.3,32.2,11.5
2024-02-26,11.8,0,47,-1,23.7,29.1,19
2024-02-27,11.8,0,47,0,6.6,19.8,-6.9
2024-02-28,12.2,0.4,51,4,12,25.3,-8
2024-02-29,12.3,0.1,49,-2,22.1,32.9,14.5
2024-03-01,12.3,0,48,-1,24.1,35.1,15.6
2024-03-02,12.3,0,48,0,24.8,34.7,10.9
2024-03-03,12.7,0.4,52,4,12,18.9,3.2
2024-03-04,13.2,0.5,54,2,14.4,23.4,5
2024-03-05,13.3,0.1,54,0,17.4,25.7,12.4
2024-03-06,13.4,0.1,53,-1,18.7,32.7,11.3
2024-03-07,13.4,0,53,0,16.2,28.8,7.3
2024-03-08,13.4,0,52,-1,11.3,19.2,1.4
2024-03-09,13.5,0.1,52,0,12.6,29.3,0.7
2024-03-10,13.5,0,52,0,20.8,38.8,7
2024-03-11,13.6,0.1,51,-1,23.9,38.8,12.7
2024-03-12,13.6,0,51,0,23.2,35.2,16.9
2024-03-13,13.7,0.1,51,0,19.4,28.8,12
2024-03-14,14.4,0.7,60,9,13.8,20.5,9.1
2024-03-15,15.2,0.8,64,4,19.6,35.8,8.8
2024-03-16,15.2,0,62,-2,18,30.9,8.1
2024-03-17,15.3,0.1,60,-2,18.3,30,10
2024-03-18,15.3,0,59,-1,22.1,42.6,8.6
2024-03-19,15.3,0,58,-1,22.6,37.8,13.5
2024-03-20,15.3,0,58,0,23.4,42.1,12.9
2024-03-21,15.3,0,57,-1,25,38.1,16.9
2024-03-22,15.4,0.1,57,0,24.4,38.7,16.2
2024-03-23,15.4,0,57,0,27.1,37,20.7
2024-03-24,15.6,0.2,57,0,20.1,34.7,11.1
2024-03-25,15.8,0.2,59,2,10,18.3,1.4
2024-03-26,15.8,0,58,-1,9.7,21.4,-0.6
2024-03-27,15.8,0,58,0,13.3,27.9,6.4
2024-03-28,16,0.2,59,1,23.5,35.2,10.6
2024-03-29,16,0,58,-1,24.1,32.5,20.8
2024-03-30,16.3,0.3,60,2,27.9,40.1,21
2024-03-31,16.3,0,58,-2,25,37.2,14.5
2024-04-01,16.4,0.1,59,1,18,29.8,8.4
2024-04-02,16.5,0.1,61,2,20.3,31.8,5
2024-04-03,16.6,0.1,59,-2,27.7,40.6,21.2
2024-04-04,16.6,0,58,-1,34.2,49.8,17.8
2024-04-05,16.6,0,56,-2,34,44.8,24.1
2024-04-06,16.6,0,54,-2,12.7,25.7,5.5
2024-04-07,17.2,0.6,63,9,13.5,25.9,5.2
2024-04-08,17.3,0.1,61,-2,16.9,33.4,7.7
2024-04-09,17.3,0,60,-1,22.1,37,12.4
2024-04-10,17.3,0,58,-2,22.3,32.5,15.8
2024-04-11,17.4,0.1,59,1,27.1,39,16.7
2024-04-12,17.4,0,58,-1,34.7,49.8,20.8
2024-04-13,17.3,-0.1,57,-1,36,49.3,26.4
2024-04-14,17.4,0.1,55,-2,38.8,53.1,24.3
2024-04-15,17.7,0.3,54,-1,29.1,44.6,17.8
2024-04-16,17.9,0.2,61,7,25.7,34.3,20.7
2024-04-17,19.1,1.2,66,5,33.1,47.1,23.5
2024-04-18,18.9,-0.2,62,-4,31.8,38.8,26.6
2024-04-19,19,0.1,63,1,27.3,37.8,17.8
2024-04-20,19.5,0.5,65,2,26.8,37,20.7
2024-04-21,19.9,0.4,66,1,31.3,45.3,18.7
2024-04-22,19.8,-0.1,63,-3,37.2,49.5,29.3
2024-04-23,19.7,-0.1,61,-2,34.7,50.4,27
2024-04-24,19.8,0.1,56,-5,40.5,54.3,27.1
2024-04-25,20,0.2,58,2,33.1,51.3,24.6
2024-04-26,20.4,0.4,62,4,29.3,44.2,21.4
2024-04-27,20.8,0.4,61,-1,23.7,30.2,19.6
2024-04-28,21.4,0.6,64,3,24.6,36.3,20.1
2024-04-29,21.8,0.4,67,3,28.8,40.6,20.1
2024-04-30,21.8,0,63,-4,33.4,46.4,26.8
2024-05-01,21.8,0,61,-2,30.4,46.4,18.3
2024-05-02,21.8,0,61,0,25.9,41.2,10.4
2024-05-03,21.8,0,60,-1,31.8,47.7,21.6
2024-05-04,21.8,0,59,-1,35.2,52.9,21.6
2024-05-05,21.8,0,57,-2,37.8,49.3,27
2024-05-06,21.8,0,56,-1,18.7,33.4,13.5
2024-05-07,22,0.2,60,4,17.1,22.6,11.1
2024-05-08,22.6,0.6,66,6,15.3,27.7,7.2
2024-05-09,22.6,0,62,-4,22.1,33.8,12.4
2024-05-10,22.6,0,62,0,27.1,39.6,19.2
2024-05-11,22.7,0.1,61,-1,30.7,45.3,17.8
2024-05-12,22.7,0,62,1,32,45.3,25.9
2024-05-13,23.2,0.5,60,-2,36.1,50.7,24.1
2024-05-14,23.2,0,58,-2,36.3,52,28.2
2024-05-15,23.1,-0.1,57,-1,35.6,46.6,27.1
2024-05-16,22.9,-0.2,55,-2,38.1,51.6,26.4
2024-05-17,22.5,-0.4,52,-3,41.9,54,31.8
2024-05-18,21.7,-0.8,51,-1,40.8,54.7,32.7
2024-05-19,21,-0.7,48,-3,40.8,53.2,32.9
2024-05-20,20.4,-0.6,46,-2,40.6,53.8,29.5
2024-05-21,19.6,-0.8,45,-1,25.3,39.2,15.4
2024-05-22,19.6,0,45,0,32,46,15.8
2024-05-23,19.3,-0.3,43,-2,35.2,50.7,16.7
2024-05-24,18.5,-0.8,40,-3,32,46.6,16.5
2024-05-25,18.1,-0.4,38,-2,34.2,46.4,25
2024-05-26,17.8,-0.3,39,1,31.8,41.9,23.7
2024-05-27,17.8,0,39,0,39,54,27.1
2024-05-28,17,-0.8,36,-3,40.6,55.8,30.2
2024-05-29,16.3,-0.7,33,-3,42.4,56.1,32.4
2024-05-30,15.6,-0.7,34,1,41,58.6,29.8
2024-05-31,14.8,-0.8,31,-3,40.3,55.4,29.5
2024-06-01,13.8,-1,30,-1,43,55.9,33.3
2024-06-02,12.6,-1.2,26,-4,45.3,58.3,34.3
2024-06-03,11.3,-1.3,24,-2,44.8,55.8,35.1
2024-06-04,10.4,-0.9,23,-1,40.8,51.1,35.6
2024-06-05,9.2,-1.2,20,-3,45.5,58.3,34.9
2024-06-06,7.3,-1.9,15,-5,49.5,65.3,36.7
2024-06-07,5.4,-1.9,11,-4,48.6,61.5,36.7
2024-06-08,3.9,-1.5,6,-5,45,62.6,36.7
2024-06-09,2.8,-1.1,4,-2,46.4,63.3,36.9
2024-06-10,1.4,-1.4,1,-3,45.3,59.2,38.1
2024-06-11,0.9,-0.5,1,0,49.1,62.2,37.4
2024-06-12,0.5,-0.4,1,0,50.9,62.6,40.6
2024-06-13,0.1,-0.4,1,0,53.1,67.8,40.6
2024-06-14,0.2,0.1,1,0,44.4,54.1,37.9
2024-06-15,0,-0.2,0,-1,48,62.2,34.7
2024-06-16,0,0,0,0,52.9,66.9,39.6
2024-06-17,0,0,0,0,54,66.4,42.8
2024-06-18,0,0,0,0,43.7,58.6,31.6
2024-06-19,0,0,0,0,40.3,53.6,27
2024-06-20,0,0,0,0,46.2,63,37.9
2024-06-21,0,0,0,0,47.1,59,36
2024-06-22,0,0,0,0,46.6,63.7,35.6
2024-06-23,0,0,0,0,51.6,67.8,39.2
2024-06-24,0,0,0,0,52.5,66.4,43.5
2024-06-25,0,0,0,0,53.8,70.2,42.4
